Time,GRW1.F,,,GRW1.M,,,GRW1,,,GRW1.DA,,,GRW2.F,,,GRW2.M,,,GRW2,,,GRW2.DA,,,GRW3.F,,,GRW3.M,,,GRW3,,,GRW3.DA,,
13.3,26.9583,47.0049,310.014,92.0241,160.455,1058.26,-287.24,-217.428,-2.1572,81.3784,85.0302,60.1648,2.68068,-1.20705,3.80349,61.686,-143.463,-68.6136,-187.471,286.49,-7.57538,107.607,54.8241,335.759,9.64263,-8.67371,22.0481,152.907,-137.542,349.625,73.844,54.7134,-0.930685,111.475,66.3781,318.028
13.31,21.7031,42.8143,301.584,70.3135,138.71,977.072,-287.508,-216.936,-2.15658,81.92,85.8839,63.119,2.7253,-2.14834,4.35964,-100.615,-102.409,-82.7752,-187.471,286.49,-7.57538,116.233,57.9896,321.752,9.22657,-7.6444,15.5448,187.051,-154.976,315.141,62.1817,68.0804,-1.091,116.186,59.3089,320.358
13.32,16.3692,38.3922,289.109,44.5234,104.425,786.362,-287.267,-216.771,-2.15539,82.4357,86.7594,66.9081,1.90228,-2.03342,4.12468,-300.061,-277.264,-23.8665,-187.471,286.49,-7.57538,116.243,65.2412,313.092,4.87065,-5.95448,8.83441,-74.4955,91.0723,-135.12,86.7391,81.5314,-0.792274,123.98,61.1308,309.283
13.33,11.3525,35.2993,272.483,35.5729,110.61,853.823,-289.832,-216.891,-2.16335,82.6186,87.6143,72.1719,1.62279,-1.75976,3.01321,-571.435,-210.931,7.26098,-187.471,286.49,-7.57538,120.286,61.695,312.681,2.38886,-5.25212,8.17607,30.4907,-67.0366,104.357,91.2136,94.5539,-0.747716,122.716,73.7129,294.458
13.34,7.2247,32.8039,253.725,22.2454,101.006,781.239,-290.779,-217.066,-2.16667,82.6331,88.369,77.5795,2.36453,-2.07109,2.37429,-460.895,-320.641,-2.63878,-187.471,286.49,-7.57538,131.098,45.1179,318.785,1.86307,-4.63204,7.07294,104.749,-260.432,397.669,31.6897,110.549,-1.51718,123.221,75.243,291.911
13.35,3.20251,30.629,235.94,13.3845,128.01,986.084,-294.121,-217.011,-2.17643,82.6034,89.2223,84.0309,1.98051,-2.22929,3.96541,-183.753,-106.256,50.1616,-187.471,286.49,-7.57538,119.344,63.4603,311.618,0.119191,-3.64176,3.84052,-554.877,553.138,795.36,213.433,287.204,0.62162,133.478,88.2224,271.875
13.36,-0.634697,28.3591,222.626,-2.42991,108.572,852.311,-294.935,-216.808,-2.17827,82.7405,90.1633,91.2821,2.20721,-1.32631,2.77232,-277.337,-250.38,113.673,-187.471,286.49,-7.57538,115.567,51.4746,328.998,-1.06043,-5.13537,2.02657,65.4366,26.4247,46.4836,213.433,287.204,0.62162,158.464,117.621,258.333
13.37,-3.71277,27.2595,213.077,-15.8078,116.062,907.21,-296.147,-217.132,-2.1828,82.7096,90.9983,97.756,2.91785,-2.03001,3.72302,-475.348,-131.714,-12.8893,-187.471,286.49,-7.57538,118.602,51.9131,325.173,-0.602211,-4.84531,1.87556,-110.446,41.6194,61.3204,213.433,287.204,0.62162,158.839,107.801,262.915
13.38,-5.5178,26.0716,206.153,-21.904,103.496,818.366,-297.939,-217.662,-2.18964,82.7922,91.5332,101.95,2.0221,-1.5623,5.07787,-11.2809,8.71579,-28.3285,-181.578,234.54,-7.59969,107.101,68.2867,322.31,0.000374345,-5.00922,3.4489,33.6297,15.9622,497.843,213.433,287.204,0.62162,145.452,89.9938,270.004
13.39,-6.87548,25.8607,200.718,-33.6567,126.593,982.547,-300.357,-216.513,-2.19352,82.6584,91.9619,104.889,2.44348,-1.67856,2.8508,-217.949,-79.2708,7.15635,-187.471,286.49,-7.57538,120.49,49.3994,325.513,0.404808,-5.54983,1.02792,-65.7734,8.72683,380.216,213.433,287.204,0.62162,169.507,68.5049,274.172
13.4,-7.32678,25.364,198.171,-32.0568,110.975,867.052,-301.85,-217.034,-2.19945,82.7063,92.1174,106.112,2.48788,-1.953,3.88379,-787.608,-336.817,157.145,-187.471,286.49,-7.57538,116.696,57.3571,321.868,0.490533,-5.09432,0.793751,-59.7928,30.888,182.386,213.433,287.204,0.62162,171.144,58.2842,275.5
13.41,-6.87292,25.9155,197.717,-31.3385,118.167,901.533,-303.271,-217.36,-2.20461,82.5326,91.9909,104.853,5.99577,-2.92193,9.19381,-68.1799,33.2262,-104.546,-108.488,80.3044,-7.90639,107.631,56.8895,334.019,0.848212,-5.38294,2.051,50.2068,15.4873,424.806,213.433,287.204,0.62162,159.142,67.5319,278.955
13.42,-4.79115,26.401,201.99,-14.3025,78.8119,602.979,-303.481,-213.618,-2.19448,82.5534,91.3588,100.286,4.98247,-3.00378,10.0723,112.928,-68.0806,228.289,-117.61,18.5473,-7.86725,106.606,63.6798,328.916,0.964367,-4.63663,2.678,49.7667,10.2925,460.448,213.433,287.204,0.62162,149.99,70.1957,281.749
13.43,-6.32892,27.9696,199.091,-39.8586,176.149,1253.85,-309.024,-218.202,-2.22411,82.0031,91.8208,102.75,1.17236,-2.34968,7.06833,43.0535,-86.2898,259.577,-147.351,161.64,-7.7433,108.388,80.5826,296.517,0.59632,-5.42427,2.28268,-186.891,34.4716,465.391,213.433,287.204,0.62162,157.177,75.3594,276.274
13.44,-6.18903,28.351,206.015,-29.148,133.522,970.25,-308.131,-218.101,-2.22117,82.1644,91.7207,102.315,1.34636,-1.79991,2.37858,-414.102,-108.192,207.567,-187.471,286.49,-7.57538,127.115,60.4886,306.797,0.976419,-4.92749,1.73909,102.762,27.349,258.328,213.433,287.204,0.62162,160.56,60.6878,281.208
13.45,-5.71069,28.7258,211.117,-32.3621,162.787,1196.39,-310.047,-217.505,-2.22514,82.2516,91.5495,101.244,2.75692,-2.109,2.61106,-382.948,-210.375,224.697,-187.471,286.49,-7.57538,128.928,43.4435,322.585,0.462838,-5.25798,2.98533,-130.776,99.8323,290.127,213.433,287.204,0.62162,150.413,81.1872,275.031
13.46,-6.22194,29.8473,219.09,-30.1354,144.563,1061.14,-309.93,-217.58,-2.22501,82.2422,91.6267,101.775,3.27156,-1.40121,4.59575,-43.9547,-227.963,-59.6881,-187.471,286.49,-7.57538,106.956,54.5542,336.815,0.51311,-4.96864,2.2812,-104.015,124.012,373.918,213.433,287.204,0.62162,155.339,77.3234,275.896
13.47,-5.42184,31.6967,227.688,-34.9077,204.075,1465.94,-311.08,-218.374,-2.23071,82.0747,91.3641,99.7067,2.79782,-1.63815,3.40563,-644.836,-90.9745,36.1645,-187.471,286.49,-7.57538,115.688,50.5959,329.651,0.35135,-5.42469,1.96646,-29.1416,79.3568,369.388,213.433,287.204,0.62162,160.074,79.8698,273.706
13.48,-4.1156,30.0895,233.413,-20.9797,153.384,1189.84,-315.341,-217.004,-2.23943,82.6545,91.0102,97.7885,2.09657,-1.83663,3.96491,-416.526,-148.343,103.145,-187.471,286.49,-7.57538,114.855,62.1309,318.781,0.529214,-5.42549,1.02938,130.165,55.0438,153.353,213.433,287.204,0.62162,169.257,62.792,275.571
13.49,-4.25575,30.1691,238.796,-26.13,185.236,1466.19,-313.61,-217.804,-2.23659,82.7995,91.021,98.0294,1.42248,-1.5643,2.06036,-338.511,-252.039,-72.2651,-187.471,286.49,-7.57538,127.207,55.3786,312.281,-0.35129,-4.84532,1.72218,-50.8721,14.2008,302.928,213.433,287.204,0.62162,160.433,101.529,265.853
13.5,-5.3881,29.8743,242.728,-20.25,112.276,912.239,-316.21,-216.407,-2.24029,82.9835,91.2716,100.224,1.11564,-1.60456,3.4922,-308.543,-200.068,39.2832,-187.471,286.49,-7.57538,114.677,72.283,304.811,-0.357536,-4.26493,2.19123,2.81741,48.8131,457.853,213.433,287.204,0.62162,152.807,99.2671,265.208
13.51,-5.32658,30.9645,247.297,-27.098,157.526,1258.08,-316.652,-217.285,-2.24413,82.863,91.2339,99.7606,1.19738,-1.64351,4.2866,-565.011,-82.7623,125.566,-187.471,286.49,-7.57538,110.977,74.3933,306.075,-0.682172,-4.92842,1.63979,116.41,19.7245,417.009,213.433,287.204,0.62162,161.597,112.588,262.119
13.52,-5.44623,31.5411,249.474,-24.6978,143.034,1131.33,-317.851,-216.619,-2.24577,82.7943,91.2506,99.7967,1.66251,-1.83808,3.09252,-368.89,-186.138,61.6253,-187.471,286.49,-7.57538,120.726,61.738,312.129,-0.388706,-5.05276,1.40879,65.7699,-121.757,300.792,213.433,287.204,0.62162,164.421,105.425,265.601
13.53,-6.25957,31.7448,250.339,-23.8837,121.124,955.183,-319.318,-216.333,-2.24931,82.7731,91.4323,101.155,1.93646,-1.75871,3.17084,-349.678,-157.152,-133.503,-187.471,286.49,-7.57538,119.015,58.5872,317.754,-0.102101,-5.3423,1.7258,-71.6366,20.9449,293.544,213.433,287.204,0.62162,162.097,93.3857,268.905
13.54,-6.46865,32.4585,249.621,-25.9373,130.149,1000.9,-320.665,-216.283,-2.25316,82.5913,91.4844,101.271,2.2116,-1.83624,3.4081,-369.433,-110.813,-7.41212,-187.471,286.49,-7.57538,118.315,57.0195,320.298,-0.0132319,-5.21842,1.25715,182.849,0.460134,390.86,213.433,287.204,0.62162,166.455,90.603,269.855
13.55,-6.74451,31.534,250.063,-17.2965,80.8697,641.293,-319.096,-216.994,-2.25055,82.8127,91.545,102.073,2.76274,-2.34434,3.80316,-380.241,-201.624,118.351,-187.471,286.49,-7.57538,121.651,54.0041,319.683,-0.0143917,-4.88694,1.3351,-162.728,-42.8056,346.802,213.433,287.204,0.62162,164.72,90.6176,269.831
13.56,-7.38226,31.2698,246.539,-14.3012,60.5772,477.606,-322.58,-215.668,-2.25708,82.7715,91.7151,103.283,2.33219,-1.99275,4.04339,-155.247,-151.402,-9.11995,-187.471,286.49,-7.57538,116.236,60.0241,319.488,0.149729,-5.17669,1.49401,13.147,19.1753,329.448,213.433,287.204,0.62162,163.902,84.2769,271.657
13.57,-8.67845,31.8213,244.328,-14.0994,51.6984,396.947,-322.502,-215.493,-2.25635,82.5796,92.0343,105.255,2.21402,-1.75779,4.04389,-650.971,-146.725,43.9458,-187.471,286.49,-7.57538,113.493,61.2994,321.553,-0.273019,-5.34202,2.11503,36.8923,2.22045,377.93,213.433,287.204,0.62162,158.4,97.3554,267.074
13.58,-9.18388,31.0389,240.722,-4.47986,15.1407,117.424,-324.38,-214.695,-2.25963,82.6528,92.1849,106.483,1.74146,-1.44556,3.56903,-729.918,-139.12,-73.904,-187.471,286.49,-7.57538,112.049,63.9906,320.304,0.282156,-5.21863,0.869504,134.483,14.1696,500.718,213.433,287.204,0.62162,170.541,72.0217,273.095
13.59,-10.8533,31.0557,237.291,-0.0302063,0.0864329,0.660417,-324.777,-215.029,-2.26177,82.5437,92.6188,109.263,1.89665,-1.95498,2.85311,-360.276,-50.1684,-50.0877,-187.471,286.49,-7.57538,124.419,56.3854,314.132,0.0905078,-5.42395,2.90249,34.2258,38.1322,312.284,213.433,287.204,0.62162,151.848,88.2139,270.956
13.6,-12.1943,30.7426,231.845,3.8655,-9.74518,-73.4932,-325.741,-214.377,-2.26276,82.4467,93.0108,111.636,1.50875,-1.95628,3.64949,-360.212,-151.431,-115.324,-187.471,286.49,-7.57538,118.193,67.5391,307.641,0.558652,-5.13461,1.96882,172.323,87.8595,257.19,213.433,287.204,0.62162,159.021,74.1587,276.209
13.61,-13.5181,29.9821,225.524,13.5798,-30.119,-226.553,-327.563,-213.633,-2.26603,82.4273,93.4303,114.269,2.01375,-2.07226,2.69367,-588.418,-214.631,-4.51577,-187.471,286.49,-7.57538,127.571,53.2187,314.18,-0.132971,-4.76317,0.863816,-1.14586,48.6139,358.361,213.433,287.204,0.62162,169.721,98.7511,268.401
13.62,-15.1649,28.9776,219.641,40.1291,-76.68,-581.21,-326.341,-213.482,-2.26197,82.4843,93.9497,117.624,2.21341,-1.87547,3.80547,-354.881,-189.444,113.999,-187.471,286.49,-7.57538,116.236,59.816,319.725,-0.0942269,-5.21861,1.09957,26.3137,-13.3544,389.852,213.433,287.204,0.62162,168.102,94.898,268.966
13.63,-16.0679,28.093,211.916,54.1419,-94.6609,-714.064,-327.361,-212.862,-2.26322,82.4485,94.336,119.768,2.0192,-1.79767,4.20366,-399.195,-100.348,-20.4527,-187.471,286.49,-7.57538,113.154,64.343,318.322,0.328354,-4.72187,0.478237,-13.063,20.6811,201.847,213.433,287.204,0.62162,174.217,55.5268,273.978
13.64,-16.8038,26.6993,202.175,77.8573,-123.706,-936.743,-328.686,-210.727,-2.26102,82.477,94.7512,122.185,2.0579,-2.07212,3.8856,-286.492,-189.505,-3.37592,-187.471,286.49,-7.57538,118.07,62.0933,314.803,0.174311,-5.09257,2.82496,-94.0902,77.7288,416.065,213.433,287.204,0.62162,150.982,86.4691,271.96
13.65,-17.0941,25.9076,193.925,83.8407,-127.068,-951.132,-330.201,-210.509,-2.26489,82.3906,95.0375,123.417,2.32977,-2.07121,3.40761,-349.782,-256.96,11.7376,-187.471,286.49,-7.57538,121.292,55.6398,318.362,0.0599312,-5.42477,2.04105,48.7337,31.3578,403.099,213.433,287.204,0.62162,159.381,88.3181,270.633
13.66,-18.1111,25.7142,183.545,107.19,-152.189,-1086.3,-331.753,-210.244,-2.26874,82.0249,95.6353,125.158,2.05764,-1.99367,3.8856,-441.581,-190.025,-92.8221,-187.471,286.49,-7.57538,117.162,62.0963,315.905,0.0588553,-5.259,2.11916,-84.123,-29.0565,320.109,213.433,287.204,0.62162,158.053,88.4091,270.641
13.67,-16.902,25.6088,175.012,103.91,-157.438,-1075.94,-332.274,-209.213,-2.26732,81.6752,95.5163,123.425,1.50827,-2.11319,3.41107,-193.262,-177.098,1.12895,-187.471,286.49,-7.57538,121.779,66.1465,305.517,-0.370077,-4.96821,3.20934,22.6597,57.2505,263.769,213.433,287.204,0.62162,147.139,96.5779,265.74
13.68,-18.4866,25.4846,165.42,144.839,-199.667,-1296.03,-332.093,-210.134,-2.26943,81.2419,96.3767,125.957,2.09152,-2.22891,2.45492,-517.43,-192.392,9.80891,-187.471,286.49,-7.57538,132.237,49.57,313.179,0.0716266,-5.0114,1.10147,-182.211,65.52,232.525,213.433,287.204,0.62162,167.604,86.2794,270.819
13.69,-17.3768,25.3445,155.043,131.059,-191.152,-1169.36,-337.288,-208.548,-2.2803,80.7161,96.3949,124.436,1.66029,-1.87732,2.53621,-291.849,-72.2315,77.1607,-187.471,286.49,-7.57538,126.509,56.7898,311.489,0.02809,-4.88699,1.25736,-22.1389,67.47,366.858,213.433,287.204,0.62162,165.571,88.7202,270.329
13.7,-14.4134,24.3666,149.248,113.965,-192.663,-1180.08,-336.894,-207.784,-2.27693,80.7275,95.5162,120.605,1.54271,-1.91694,2.45723,-341.637,-74.8022,78.6883,-187.471,286.49,-7.57538,127.959,57.8783,308.826,0.07665,-5.13604,0.710266,-109.909,-11.8731,295.351,213.433,287.204,0.62162,172.126,83.8406,270.855
13.71,-11.2682,22.9423,140.198,104.064,-211.876,-1294.76,-339.784,-206.723,-2.28246,80.7064,94.5952,116.158,1.34716,-1.83914,2.53753,-162.252,-142.317,97.0225,-187.471,286.49,-7.57538,125.934,62.0364,306.223,-0.46189,-4.80499,0.624853,44.1338,19.5263,355.369,213.433,287.204,0.62162,172.591,126.472,264.509
13.72,-7.65454,20.679,133.018,80.296,-216.922,-1395.36,-338.747,-207.38,-2.28127,81.1635,93.2935,110.313,2.45523,-1.4824,5.79131,-61.2646,36.9898,-144.509,-159.747,214.648,-7.69157,104.358,67.0255,328.878,0.304481,-4.59584,2.35648,-135.182,89.6509,364.257,213.433,287.204,0.62162,152.854,82.6376,273.79
13.73,-6.82945,18.1936,115.989,99.7322,-265.686,-1693.82,-343.308,-205.105,-2.28828,81.0854,93.3697,110.575,2.01273,-2.2684,2.2963,-359.729,-310.029,122.289,-187.471,286.49,-7.57538,134.65,48.7651,311.582,-1.50035,-4.34977,0.689542,17.161,-48.9087,290.809,213.433,287.204,0.62162,170.992,155.317,250.969
13.74,-4.36454,16.4317,101.419,69.3861,-261.226,-1612.33,-348.571,-206.628,-2.30829,80.7971,92.4642,104.875,2.5698,-2.34499,4.43977,-253.857,-85.7296,26.3278,-187.471,286.49,-7.57538,117.842,59.9372,317.619,-0.622846,-4.88829,0.231501,-223.888,34.8518,228.283,213.433,287.204,0.62162,177.289,159.611,262.739
13.75,-0.545754,13.4727,85.7216,11.1757,-275.89,-1755.37,-348.063,-206.254,-2.3057,81.068,90.3648,92.3197,2.96487,-2.3829,5.31233,-18.5791,14.9323,-33.2893,-130.07,227.063,-7.8169,114.159,60.8336,321.211,-0.730928,-6.25347,2.26663,-64.217,-81.9608,397.698,213.433,287.204,0.62162,160.076,107.873,263.333
13.76,4.64401,9.5082,70.1214,-133.099,-272.509,-2009.71,-350.378,-205.146,-2.30939,82.278,86.2109,63.9681,2.8408,-2.18718,3.8823,-579.043,-127.836,25.2862,-187.471,286.49,-7.57538,119.396,53.8059,322.407,-0.17518,-5.30165,0.942062,-133.865,-78.8158,403.815,213.433,287.204,0.62162,169.924,100.534,268.107
13.77,9.45407,5.78861,55.5724,-388.403,-237.814,-2283.09,-353.375,-205.391,-2.319,84.0533,80.3452,31.4786,2.32614,-2.1889,2.45393,-515.72,-30.2195,41.9155,-187.471,286.49,-7.57538,131.733,46.5314,316.741,-0.592416,-4.59749,1.09267,-102.588,162.348,260.12,213.433,287.204,0.62162,166.631,118.465,262.658
13.78,14.3665,2.19403,42.8593,-874.071,-133.487,-2607.61,-350.106,-198.426,-2.28928,87.0695,71.4688,8.68307,1.27232,-1.95707,3.25312,-185.291,-181.879,-121.614,-187.471,286.49,-7.57538,121.031,68.6391,303.029,-0.441109,-5.05198,2.26918,-231.269,181.138,255.545,213.433,287.204,0.62162,155.812,101.001,265.01
13.79,20.9996,-0.506947,33.8994,-1525.2,36.8195,-2462.11,-359.036,-174.23,-2.24626,90.8568,58.2232,358.617,1.15559,-1.44752,3.80993,-331.599,-342.133,-11.7333,-187.471,286.49,-7.57538,110.803,73.127,308.601,-0.628778,-4.92928,0.701131,-164.999,35.0295,385.567,213.433,287.204,0.62162,171.905,131.886,262.731
13.8,14.5528,-0.0792358,23.7226,-1546.21,8.41866,-2520.48,-344.087,-173.271,-2.19911,90.1914,58.4726,359.688,1.3076,-2.30999,2.06085,-219.042,-262.785,100.563,-187.471,286.49,-7.57538,138.262,57.605,299.513,-0.755929,-5.50908,0.934894,-18.8842,31.8506,522.655,213.433,287.204,0.62162,170.369,128.958,262.187
13.81,11.0883,1.41436,15.1031,-1546.85,-197.307,-2106.92,-368.973,-159.022,-2.23206,84.65,53.7148,7.26906,2.29368,-1.67907,4.44093,-567.194,-176.897,35.4054,-187.471,286.49,-7.57538,110.711,62.6842,323.794,-0.282011,-5.21709,2.8193,26.8426,-6.4228,347.838,213.433,287.204,0.62162,151.613,95.7122,266.906
13.82,11.0825,2.3545,17.2767,-1403.03,-298.077,-2187.21,-382.358,-166.864,-2.29434,82.2394,57.321,11.9943,2.4474,-2.14927,3.40711,-417.842,-211.074,-9.39952,-187.471,286.49,-7.57538,122.244,54.3095,318.711,0.125315,-5.59221,0.163364,-82.064,12.2255,292.903,213.433,287.204,0.62162,178.327,52.5086,271.284
13.83,6.35367,-0.613927,16.116,-1160.02,112.087,-2942.36,-332.71,-185.564,-2.20065,92.1816,68.4833,354.481,2.63902,-1.95249,2.61155,-407.102,-64.2426,142.522,-187.471,286.49,-7.57538,126.783,44.7003,323.504,0.98161,-5.38353,1.34819,34.9029,104.93,393.408,213.433,287.204,0.62162,165.941,53.9419,280.334
13.84,4.88428,-1.23048,8.2726,-1169.41,294.606,-1980.66,-260.999,-176.892,-1.96279,98.4602,59.4417,345.86,2.41017,-1.91403,4.04306,-531.635,-296.764,78.3255,-187.471,286.49,-7.57538,115.333,59.1998,321.545,0.227517,-4.7206,1.88596,15.1029,7.19484,450.528,213.433,287.204,0.62162,158.222,83.1212,272.759
13.85,-0.121416,-1.78835,1.25533,-804.382,-24.5857,-1854.21,14.016,-322.669,-1.56505,144.933,95.5245,266.116,1.94458,-1.68024,5.15767,-6.12616,5.2934,-16.2486,-140.828,230.183,-7.77155,108.044,69.3423,319.171,0.311489,-4.72063,1.80874,-29.9254,-91.1619,301.626,213.433,287.204,0.62162,159.035,80.2288,273.775
13.86,-0.320094,-0.949607,3.08068,-789.255,-47.2011,-2152.21,14.016,-322.669,-1.56505,107.132,95.932,251.372,1.27722,-1.91783,4.44522,-71.2303,-155.27,60.0674,-187.471,286.49,-7.57538,113.337,73.9693,303.662,0.226756,-5.17621,1.96465,-49.0706,-1.59059,298.373,213.433,287.204,0.62162,159.216,83.4162,272.508
13.87,-0.297442,-1.18509,2.83467,-698.877,-256.243,-1862.64,14.016,-322.669,-1.56505,112.688,95.9901,255.911,0.99489,-1.99722,2.38007,-615.461,-229.727,104.709,-187.471,286.49,-7.57538,130.002,67.3146,296.48,-0.316766,-4.80337,2.27052,27.6382,38.4383,420.87,213.433,287.204,0.62162,154.7,97.9422,266.227
13.88,-0.734437,-1.33414,2.38823,-748.371,-233.548,-1967.05,14.016,-322.669,-1.56505,119.189,107.094,241.167,1.31127,-1.6039,3.49137,-626.171,-194.212,108.556,-187.471,286.49,-7.57538,114.674,69.4151,309.268,-0.025074,-5.34182,2.19645,-323.791,17.4556,425.067,213.433,287.204,0.62162,157.649,90.654,269.731
13.89,-0.871538,-0.812857,2.21426,-872.751,-314.086,-1907.61,14.016,-322.669,-1.56505,110.158,111.485,223.005,1.85897,-2.3866,2.85327,-382.764,-170.522,47.1194,-187.471,286.49,-7.57538,129.911,56.9149,307.916,0.302707,-5.00995,2.5134,66.3364,-47.9804,390.356,213.433,287.204,0.62162,153.358,83.1325,273.458
13.9,-0.644437,-1.33432,1.95112,-718.02,-191.797,-1931.46,14.016,-322.669,-1.56505,124.367,108.278,244.221,2.13766,-2.62102,3.8058,-395.061,-272.775,63.6275,-187.471,286.49,-7.57538,124.555,60.6778,309.2,0.639709,-5.2587,2.12652,-20.9006,-36.2469,273.05,213.433,287.204,0.62162,157.983,73.2574,276.936
13.91,-0.802073,-1.06668,2.03924,-528.776,-108.315,-1910.7,14.016,-322.669,-1.56505,117.613,111.471,233.059,2.09672,-1.67973,4.12386,-280.589,-217.825,120.113,-187.471,286.49,-7.57538,112.162,63.0496,321.301,0.136769,-5.05146,2.51134,2.74404,-41.0992,329.337,213.433,287.204,0.62162,153.566,86.8827,271.551
13.92,-0.275052,-1.09203,2.48006,-723.243,-66.7137,-1915,14.016,-322.669,-1.56505,113.765,96.3285,255.863,1.58883,-1.60298,4.36443,-452.212,10.1365,60.647,-187.471,286.49,-7.57538,110.167,69.9964,314.746,0.262272,-5.13432,2.43473,76.8572,-20.4102,382.497,213.433,287.204,0.62162,154.629,83.8517,272.924
13.93,-0.275144,-1.29523,2.0405,-665.34,206.254,-1931.78,14.016,-322.669,-1.56505,122.406,97.6795,258.007,1.42803,-1.72119,3.25246,-330.769,-103.396,121.641,-187.471,286.49,-7.57538,117.888,66.2955,309.682,0.105075,-4.80366,1.72793,-112.016,115.554,319.436,213.433,287.204,0.62162,160.216,86.5201,271.253
13.94,-0.372319,-1.28906,1.51383,-731.111,-192.709,-1903.41,14.016,-322.669,-1.56505,130.415,103.817,253.89,1.39181,-1.48596,4.12683,-270.323,-162.276,87.0887,-187.471,286.49,-7.57538,109.803,71.3629,313.126,0.111069,-4.88695,1.25841,134.74,-108.151,348.486,213.433,287.204,0.62162,165.56,84.9561,271.302
13.95,-0.321593,-1.16223,2.3115,-729.977,-212.622,-1791.72,14.016,-322.669,-1.56505,116.693,97.9206,254.533,1.5101,-1.76015,4.12633,-380.951,-116.532,21.4429,-187.471,286.49,-7.57538,113.101,69.899,310.628,-0.269072,-5.30089,1.80193,-212.044,36.5465,391.305,213.433,287.204,0.62162,161.226,98.4929,267.094
13.96,-0.32364,-1.15684,2.3896,-651.079,-299.858,-1950.17,14.016,-322.669,-1.56505,115.832,97.713,254.37,1.38881,-2.19204,2.85525,-212.878,-179.568,121.366,-187.471,286.49,-7.57538,127.514,64.0615,302.357,-0.0212315,-5.09356,1.88315,-61.9395,-103.014,357.214,213.433,287.204,0.62162,159.71,90.646,269.761
13.97,-0.233102,-1.13474,2.13151,-789.023,-339.672,-1860.03,14.016,-322.669,-1.56505,118.029,96.2411,258.392,1.67193,-2.348,4.92041,-380.707,-90.0138,96.4047,-187.471,286.49,-7.57538,115.51,71.2325,305.453,0.0755531,-4.92884,0.788336,-117.447,65.6521,338.125,213.433,287.204,0.62162,170.913,84.5256,270.878
13.98,-0.483022,-1.43031,1.87099,-721.617,-85.9584,-1816.53,14.016,-322.669,-1.56505,127.397,104.476,251.34,1.90306,-2.26877,4.12468,-217.439,-102.143,105.955,-187.471,286.49,-7.57538,118.813,65.2321,309.99,-0.300746,-5.09451,1.01855,-265.461,21.0055,352.073,213.433,287.204,0.62162,168.694,106.45,266.622
13.99,-0.21186,-1.22373,1.77916,-730.025,-298.668,-1877.16,14.016,-322.669,-1.56505,124.521,96.7907,260.178,1.58782,-1.79911,3.96706,-478.46,1.30617,110.274,-187.471,286.49,-7.57538,114.395,68.1862,311.43,-0.453975,-4.76415,-0.00130753,-110.341,88.2991,325.67,213.433,287.204,0.62162,180.016,180.165,264.557
14,-0.733441,-1.1125,1.95505,-652.15,-85.4534,-1855.79,14.016,-322.669,-1.56505,119.642,110.564,236.604,2.01456,-1.91536,3.01156,-357.016,-213.856,90.6031,-187.471,286.49,-7.57538,122.456,56.2197,316.446,0.643615,-5.13471,1.81334,-109.514,15.3581,263.097,213.433,287.204,0.62162,160.549,70.4585,277.145
14.01,-0.550479,-1.17987,2.39091,-682.625,-171.391,-1924.61,14.016,-322.669,-1.56505,116.265,102.966,244.988,1.74198,-1.60246,3.56903,-483.198,-208.231,77.8989,-187.471,286.49,-7.57538,114.18,63.9838,317.389,0.112271,-5.30128,1.18054,-274.552,38.0417,382.212,213.433,287.204,0.62162,167.446,84.5674,271.213
14.02,-0.482153,-1.20333,2.3927,-699.172,-213.453,-1897.62,14.016,-322.669,-1.56505,116.699,101.393,248.165,1.34758,-1.56455,2.85542,-402.626,-20.7312,-15.2491,-187.471,286.49,-7.57538,118.719,64.7356,310.739,0.100324,-5.21755,2.11964,-83.4406,-13.5013,402.912,213.433,287.204,0.62162,157.89,87.2902,271.102
14.03,-0.439459,-1.17631,1.60142,-772.816,-107.297,-1904.15,14.016,-322.669,-1.56505,126.299,105.345,249.515,1.38802,-1.95668,2.85526,-518.315,-198.076,48.6471,-187.471,286.49,-7.57538,124.423,64.0743,305.351,-0.426905,-5.67439,1.17405,-70.6413,146.865,346.793,213.433,287.204,0.62162,168.31,109.982,265.698
14.04,-0.387038,-1.14236,2.92714,-775.386,-211.601,-1783.8,14.016,-322.669,-1.56505,111.319,97.5322,251.283,1.70639,-1.95562,4.12551,-422.839,-179.69,88.1748,-187.471,286.49,-7.57538,115.362,67.5291,311.107,-0.0637551,-5.01066,1.96081,-12.0734,-92.5933,402.593,213.433,287.204,0.62162,158.628,91.8623,269.271
14.05,-0.641517,-1.43047,2.48237,-661.745,-213.071,-1871.32,14.016,-322.669,-1.56505,119.953,104.49,245.845,1.58716,-1.60298,3.96706,-276.852,-137.893,65.1792,-187.471,286.49,-7.57538,112.002,68.1944,314.716,-0.0578026,-5.01109,1.49122,-136.305,-41.0741,320.572,213.433,287.204,0.62162,163.428,92.2198,269.339
14.06,-0.416411,-1.20105,1.69246,-760.345,-191.358,-1851.62,14.016,-322.669,-1.56505,125.361,103.822,250.878,1.34648,-2.03527,2.21963,-77.695,-124.549,58.4147,-187.471,286.49,-7.57538,132.519,58.7581,303.487,-0.298824,-4.97038,0.861907,-230.18,124.431,446.494,213.433,287.204,0.62162,170.162,109.121,266.559
